Application, Window Text, Action Object, Object Text, Time(1 = 100 nanosec)
helloworld.Form1, Text: 実験開始, System.Windows.Forms.Button, Text: 実験を開始する, 5804152
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 11678307
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 15250836
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 16541753
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 18473125
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 20124298
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 22015642
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 23796907
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 25508123
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 27329413
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 27609616
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 29721112
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 34257962
