Application, Window Text, Action Object, Object Text, Time(1 = 100 nanosec)
helloworld.Form1, Text: 実験開始, System.Windows.Forms.Button, Text: 実験を開始する, 6304484
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 9226551
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 14320165
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 15881275
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 17212215
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 18713287
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 20204355
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 21615335
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 23006337
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 24521180
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 26006580
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 27527605
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 30229529
