Application, Window Text, Action Object, Object Text, Time(1 = 100 nanosec)
helloworld.Form1, Text: 実験開始, System.Windows.Forms.Button, Text: 実験を開始する, 7595383
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 10847693
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 12548893
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 13969912
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 15290850
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 16791907
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 19724009
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 163172665
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 164803823
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 166465685
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 168026817
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 169637967
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 170928879
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 174267648
