Application, Window Text, Action Object, Object Text, Time(1 = 100 nanosec)
helloworld.Form1, Text: 実験開始, System.Windows.Forms.Button, Text: 実験を開始する, 5163669
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 8295885
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 10227262
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 11808395
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 13449556
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 14790504
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 16271570
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 17692571
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 19173618
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 20814780
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 22465962
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 26178581
