Application, Window Text, Action Object, Object Text, Time(1 = 100 nanosec)
helloworld.Form1, Text: 実験開始, System.Windows.Forms.Button, Text: 実験を開始する, 5483905
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 8325920
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 9907039
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 11458155
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 13050675
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 14401631
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 16242944
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 16833349
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 17984176
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 19615316
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 21026337
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 27537122
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 28585106
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 29152260
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 1000, 30234959
helloworld.insertMoney, Text: お金を入れる, System.Windows.Forms.Button, Text: 食券を選ぶ, 33315619
